,userid,user_display_name,user_screen_name,user_reported_location,user_profile_description,user_profile_url,follower_count,following_count,account_creation_date,account_language,month_year_creation
970,lpqooEgMoHIFIdQeVIonTkM9SF1iCDiCgDWvyzEs2w=,lpqooEgMoHIFIdQeVIonTkM9SF1iCDiCgDWvyzEs2w=,lpqooEgMoHIFIdQeVIonTkM9SF1iCDiCgDWvyzEs2w=,,,,0,0,2019-12-07,en,December 2019
971,ttnCRZZZdUxfyBKXeATnMZRfVg75Nn1SiwTpRAUfQ0=,ttnCRZZZdUxfyBKXeATnMZRfVg75Nn1SiwTpRAUfQ0=,ttnCRZZZdUxfyBKXeATnMZRfVg75Nn1SiwTpRAUfQ0=,,i am happy,,4,9,2020-01-09,en,January 2020
972,SbVV72uqzSKhn90UrBWo22qlX4s6Li0QC6cFbn4g40=,SbVV72uqzSKhn90UrBWo22qlX4s6Li0QC6cFbn4g40=,SbVV72uqzSKhn90UrBWo22qlX4s6Li0QC6cFbn4g40=,,,,0,12,2019-12-23,en,December 2019
973,CHcr4XrfT1NqWeKtqRwI4dl4wqi89HgVAtU6iEWKUQ=,CHcr4XrfT1NqWeKtqRwI4dl4wqi89HgVAtU6iEWKUQ=,CHcr4XrfT1NqWeKtqRwI4dl4wqi89HgVAtU6iEWKUQ=,,ไม่แรงอย่าแซงเลย,,0,6,2019-12-08,en,December 2019
974,MYDJMhcMKJfmYXSvJOcMze2eeveskEWpcTe1gEeV0=,MYDJMhcMKJfmYXSvJOcMze2eeveskEWpcTe1gEeV0=,MYDJMhcMKJfmYXSvJOcMze2eeveskEWpcTe1gEeV0=,,,,10,1,2019-12-08,th,December 2019
975,GvHDvkTr08nE60chHxTk5s9t22AkrO7IIDEFGHvp6Rg=,GvHDvkTr08nE60chHxTk5s9t22AkrO7IIDEFGHvp6Rg=,GvHDvkTr08nE60chHxTk5s9t22AkrO7IIDEFGHvp6Rg=,,,,6,66,2020-01-09,th,January 2020
976,0f06oIS0wdnbRUtTqta839GtHmY03C5yD1Lk1y6eSVM=,0f06oIS0wdnbRUtTqta839GtHmY03C5yD1Lk1y6eSVM=,0f06oIS0wdnbRUtTqta839GtHmY03C5yD1Lk1y6eSVM=,,ไม่มี,,0,1,2019-12-07,en,December 2019
977,ONUJNMpw1YmXNMvp28Y1g0GvyQgnjH68y7zjGO7sCE=,ONUJNMpw1YmXNMvp28Y1g0GvyQgnjH68y7zjGO7sCE=,ONUJNMpw1YmXNMvp28Y1g0GvyQgnjH68y7zjGO7sCE=,,,,0,0,2019-12-23,en,December 2019
978,KHdXacvAkOsKsaEXHGy24bKRdX8kotMWAX1bATAE4=,KHdXacvAkOsKsaEXHGy24bKRdX8kotMWAX1bATAE4=,KHdXacvAkOsKsaEXHGy24bKRdX8kotMWAX1bATAE4=,,,,0,0,2019-12-09,en,December 2019
979,r0m+1f+BAf8vzeHWPfu9BPAw6GsSvdvZUwcnq9oPA=,r0m+1f+BAf8vzeHWPfu9BPAw6GsSvdvZUwcnq9oPA=,r0m+1f+BAf8vzeHWPfu9BPAw6GsSvdvZUwcnq9oPA=,,,,3,32,2019-11-06,th,November 2019
980,E+Qxs3rAgE5A27m+kK738VvIf159ZXdrdyCYd6mFEg=,E+Qxs3rAgE5A27m+kK738VvIf159ZXdrdyCYd6mFEg=,E+Qxs3rAgE5A27m+kK738VvIf159ZXdrdyCYd6mFEg=,,สวยแบบนี้ยังไม่มีผัวนะรู้ป้าว,,2,7,2019-12-06,en,December 2019
981,lc2YMBS64h5BV4tk+KEYFZroJbpYFecWVH+NRn3A1k=,lc2YMBS64h5BV4tk+KEYFZroJbpYFecWVH+NRn3A1k=,lc2YMBS64h5BV4tk+KEYFZroJbpYFecWVH+NRn3A1k=,,,,0,0,2019-12-07,en,December 2019
982,ReKBLAGqaha+U3sgG1eYjm9cjwpFjfTHiOJtH19q+E=,ReKBLAGqaha+U3sgG1eYjm9cjwpFjfTHiOJtH19q+E=,ReKBLAGqaha+U3sgG1eYjm9cjwpFjfTHiOJtH19q+E=,,,,25,29,2020-01-08,en,January 2020
983,1vNBKW2BmVGhMfGnrXRWf6BabKDqScrYmWYlhcZ7mE=,1vNBKW2BmVGhMfGnrXRWf6BabKDqScrYmWYlhcZ7mE=,1vNBKW2BmVGhMfGnrXRWf6BabKDqScrYmWYlhcZ7mE=,,ฟุตบอล,,0,0,2020-02-04,en,February 2020
984,XPTbNPlO6ACVqDlPlqGhNeLdHu+UFirTxZrB1I9Fv4=,XPTbNPlO6ACVqDlPlqGhNeLdHu+UFirTxZrB1I9Fv4=,XPTbNPlO6ACVqDlPlqGhNeLdHu+UFirTxZrB1I9Fv4=,,,,0,0,2020-02-16,en,February 2020
985,28jU7LBGyLr9iDzgTLE9+uuiJaUM+W8vgfgSB5kZYE=,28jU7LBGyLr9iDzgTLE9+uuiJaUM+W8vgfgSB5kZYE=,28jU7LBGyLr9iDzgTLE9+uuiJaUM+W8vgfgSB5kZYE=,,โย่ว,,0,15,2020-01-03,th,January 2020
986,s7XDBzOce5F8nkHgod3+S9PsZKVqQT0NywAyPIkNAk4=,s7XDBzOce5F8nkHgod3+S9PsZKVqQT0NywAyPIkNAk4=,s7XDBzOce5F8nkHgod3+S9PsZKVqQT0NywAyPIkNAk4=,,,,3,3,2020-01-07,en,January 2020
987,BKgAT2gKBl36SrmQmfa74OgHSQxuww1AcGjae5ykIow=,BKgAT2gKBl36SrmQmfa74OgHSQxuww1AcGjae5ykIow=,BKgAT2gKBl36SrmQmfa74OgHSQxuww1AcGjae5ykIow=,,,,0,0,2019-12-08,en,December 2019
988,qxuImYPwQ5ecAiyFeiN5NqkbSdPWRbwCxaDbfYnHBnw=,qxuImYPwQ5ecAiyFeiN5NqkbSdPWRbwCxaDbfYnHBnw=,qxuImYPwQ5ecAiyFeiN5NqkbSdPWRbwCxaDbfYnHBnw=,,,,0,56,2020-02-03,en,February 2020
989,XdS6EnzGDg5YIOaxStu1pnpDDqmapUi+0rnF0GrJTvE=,XdS6EnzGDg5YIOaxStu1pnpDDqmapUi+0rnF0GrJTvE=,XdS6EnzGDg5YIOaxStu1pnpDDqmapUi+0rnF0GrJTvE=,,ความดีเป็นสิ่งที่ไม่ตาย,,0,4,2020-01-09,en,January 2020
990,ZaQA2tVJRSHXyiemQSz6TVMZyb7WMhFZtiBYcxzH3jk=,ZaQA2tVJRSHXyiemQSz6TVMZyb7WMhFZtiBYcxzH3jk=,ZaQA2tVJRSHXyiemQSz6TVMZyb7WMhFZtiBYcxzH3jk=,,Hi,,14,93,2019-12-09,en,December 2019
991,pOTaxWhYZEo52aCkPVSfgDhGPu1yFjODHucPp5w44Y=,pOTaxWhYZEo52aCkPVSfgDhGPu1yFjODHucPp5w44Y=,pOTaxWhYZEo52aCkPVSfgDhGPu1yFjODHucPp5w44Y=,,,,1,38,2020-01-02,th,January 2020
992,p9n32nnyND6eowjjf7dZFiCF5YVFDxMuRaqJmKwU3As=,p9n32nnyND6eowjjf7dZFiCF5YVFDxMuRaqJmKwU3As=,p9n32nnyND6eowjjf7dZFiCF5YVFDxMuRaqJmKwU3As=,,,,0,31,2020-01-03,th,January 2020
993,W64y3qIZHAFz4+rAwuImTEZP4XRKTkNveykdVxsWjrI=,W64y3qIZHAFz4+rAwuImTEZP4XRKTkNveykdVxsWjrI=,W64y3qIZHAFz4+rAwuImTEZP4XRKTkNveykdVxsWjrI=,,,,0,11,2020-01-09,th,January 2020
994,s1eSSy797Nenm1FSc39zTeZ1+GaMl15NTdX3EHlojU=,s1eSSy797Nenm1FSc39zTeZ1+GaMl15NTdX3EHlojU=,s1eSSy797Nenm1FSc39zTeZ1+GaMl15NTdX3EHlojU=,,,,2,31,2019-10-02,th,October 2019
995,2i5SBOrF0kLr8zQjjHVYsfFBJlpcJFsGoqKK3ixM=,2i5SBOrF0kLr8zQjjHVYsfFBJlpcJFsGoqKK3ixM=,2i5SBOrF0kLr8zQjjHVYsfFBJlpcJFsGoqKK3ixM=,,,,0,5,2020-01-14,en,January 2020
996,kEHv4s8f9bn8mmf4cqFbJzfdkE51R1jGyQ9LToN87h0=,kEHv4s8f9bn8mmf4cqFbJzfdkE51R1jGyQ9LToN87h0=,kEHv4s8f9bn8mmf4cqFbJzfdkE51R1jGyQ9LToN87h0=,,นักฆ่า ซอยตัน,,1,16,2019-11-22,th,November 2019
997,Bn3gLqH81hLrWf1K1oHsVQOTx+SX6JIQT8o3VFoDtXI=,Bn3gLqH81hLrWf1K1oHsVQOTx+SX6JIQT8o3VFoDtXI=,Bn3gLqH81hLrWf1K1oHsVQOTx+SX6JIQT8o3VFoDtXI=,,Hi,,12,93,2020-01-08,en,January 2020
998,XLuivTt9EWneiHWuBEXg4vBaKVXCOCgK9THaU93euU=,XLuivTt9EWneiHWuBEXg4vBaKVXCOCgK9THaU93euU=,XLuivTt9EWneiHWuBEXg4vBaKVXCOCgK9THaU93euU=,,,,0,17,2020-01-09,th,January 2020
999,XdisvCp6gBsX3Xsn2w8iya6Z2Y0kQZxuvQ4ofONrz0=,XdisvCp6gBsX3Xsn2w8iya6Z2Y0kQZxuvQ4ofONrz0=,XdisvCp6gBsX3Xsn2w8iya6Z2Y0kQZxuvQ4ofONrz0=,,,,0,42,2020-01-14,en,January 2020
1000,TChe45GKGaCHUsBzl3Evotmhaam3+M7tjtNuWLKtyJU=,TChe45GKGaCHUsBzl3Evotmhaam3+M7tjtNuWLKtyJU=,TChe45GKGaCHUsBzl3Evotmhaam3+M7tjtNuWLKtyJU=,,,,0,10,2019-12-07,en,December 2019
1001,WsPUyW8Nl57FbggYwH1T9hBJ6oZmTM0B2IftmEvCrBc=,WsPUyW8Nl57FbggYwH1T9hBJ6oZmTM0B2IftmEvCrBc=,WsPUyW8Nl57FbggYwH1T9hBJ6oZmTM0B2IftmEvCrBc=,,,,0,0,2019-12-23,en,December 2019
1002,ihYILKlKhmawPUowUba8dh8ETb4sx6iq1Tcj4tQ+bu0=,ihYILKlKhmawPUowUba8dh8ETb4sx6iq1Tcj4tQ+bu0=,ihYILKlKhmawPUowUba8dh8ETb4sx6iq1Tcj4tQ+bu0=,,,,3,3,2020-01-07,en,January 2020
1003,FtzjYqjqMIgtjqZATVjRQhfexIoP++7kq+3QveekpJ0=,FtzjYqjqMIgtjqZATVjRQhfexIoP++7kq+3QveekpJ0=,FtzjYqjqMIgtjqZATVjRQhfexIoP++7kq+3QveekpJ0=,,,,0,0,2020-01-09,th,January 2020
1004,eiQUj66ugnDufYHIm5hzO+jYEfvbfNQjG2OvQ7J4cs=,eiQUj66ugnDufYHIm5hzO+jYEfvbfNQjG2OvQ7J4cs=,eiQUj66ugnDufYHIm5hzO+jYEfvbfNQjG2OvQ7J4cs=,,,,0,24,2016-08-08,th,August 2016
1005,SpWJHosGzkEHFgtaqyvHJzGtNn3Xs+r4N4DfTIEYsI=,SpWJHosGzkEHFgtaqyvHJzGtNn3Xs+r4N4DfTIEYsI=,SpWJHosGzkEHFgtaqyvHJzGtNn3Xs+r4N4DfTIEYsI=,,ทุกเรื่องราว,,5,53,2019-12-06,en,December 2019
1006,dcqB3FTpfcO6Uw5OykkXX3LDIciCqV2KYzY8NVBv7Y=,dcqB3FTpfcO6Uw5OykkXX3LDIciCqV2KYzY8NVBv7Y=,dcqB3FTpfcO6Uw5OykkXX3LDIciCqV2KYzY8NVBv7Y=,,,,1,9,2019-12-07,th,December 2019
1007,IScWaj3uaTvypTPEahhegtWHOftR97OZZX5+zgFr61Y=,IScWaj3uaTvypTPEahhegtWHOftR97OZZX5+zgFr61Y=,IScWaj3uaTvypTPEahhegtWHOftR97OZZX5+zgFr61Y=,,,,0,0,2019-12-08,en,December 2019
1008,D1jdFxrBmkO+CHm6nEk33CjePujjFHgCG4EaE8uWxxg=,D1jdFxrBmkO+CHm6nEk33CjePujjFHgCG4EaE8uWxxg=,D1jdFxrBmkO+CHm6nEk33CjePujjFHgCG4EaE8uWxxg=,,,,0,2,2020-01-14,en,January 2020
1009,3eNnCOKCC+rWx6lgL+DzoTpvTuT75ciVdPUnG7xZ0E=,3eNnCOKCC+rWx6lgL+DzoTpvTuT75ciVdPUnG7xZ0E=,3eNnCOKCC+rWx6lgL+DzoTpvTuT75ciVdPUnG7xZ0E=,,แค่ความรักควายๆ,,0,11,2020-01-04,en,January 2020
1010,ZAUIkG68wf77dZ8pZl3UWQcLbEpssd+OGtT9kpqD37k=,ZAUIkG68wf77dZ8pZl3UWQcLbEpssd+OGtT9kpqD37k=,ZAUIkG68wf77dZ8pZl3UWQcLbEpssd+OGtT9kpqD37k=,,,,0,0,2020-01-15,en,January 2020
1011,fEei3Inq8MiiZB5ANlt5xB97hUxRNDuVf6DoRpJ+4lE=,fEei3Inq8MiiZB5ANlt5xB97hUxRNDuVf6DoRpJ+4lE=,fEei3Inq8MiiZB5ANlt5xB97hUxRNDuVf6DoRpJ+4lE=,,,,0,1,2019-12-08,en,December 2019
1012,+Ra0si5FoXouI01UCTEAxS31LEsGHn79+ooCv9pCgY=,+Ra0si5FoXouI01UCTEAxS31LEsGHn79+ooCv9pCgY=,+Ra0si5FoXouI01UCTEAxS31LEsGHn79+ooCv9pCgY=,,,,0,0,2019-12-06,en,December 2019
1013,mRgWLUm9K17wW2l892nXm3DfqqVRp8HXImbSzqnNH4=,mRgWLUm9K17wW2l892nXm3DfqqVRp8HXImbSzqnNH4=,mRgWLUm9K17wW2l892nXm3DfqqVRp8HXImbSzqnNH4=,,,,0,1,2020-01-13,th,January 2020
1014,AY56F7lcfIPCx1p6y5EFqbfw3CfIBpQLhW6oVmcI7og=,AY56F7lcfIPCx1p6y5EFqbfw3CfIBpQLhW6oVmcI7og=,AY56F7lcfIPCx1p6y5EFqbfw3CfIBpQLhW6oVmcI7og=,,,,5,42,2020-01-14,th,January 2020
1015,uap2wp77AD0HznzHlKzZwhTytk58DCBO4a6VlNwFx4=,uap2wp77AD0HznzHlKzZwhTytk58DCBO4a6VlNwFx4=,uap2wp77AD0HznzHlKzZwhTytk58DCBO4a6VlNwFx4=,,แวมมี่,,0,2,2020-01-30,en,January 2020
1016,tjWzfbupkZhpWpEaMcHXpaolA8rJmACr9mqMEiVeXE=,tjWzfbupkZhpWpEaMcHXpaolA8rJmACr9mqMEiVeXE=,tjWzfbupkZhpWpEaMcHXpaolA8rJmACr9mqMEiVeXE=,,,,0,1,2020-01-14,en,January 2020
1017,hDmYOq56PEqoIp9Cknn59U3+sh7Q0csjWJc0c40uTQ=,hDmYOq56PEqoIp9Cknn59U3+sh7Q0csjWJc0c40uTQ=,hDmYOq56PEqoIp9Cknn59U3+sh7Q0csjWJc0c40uTQ=,,,,0,1,2019-12-09,en,December 2019
1018,CpIQTo+HcttHBcElsRBVoMqpOD0sbpKomLsexI0nc=,CpIQTo+HcttHBcElsRBVoMqpOD0sbpKomLsexI0nc=,CpIQTo+HcttHBcElsRBVoMqpOD0sbpKomLsexI0nc=,,...,,0,2,2020-01-14,en,January 2020
1019,WFMBpkhxcbUTune21UqGbHz5voZl3nJRb5nj7d0nNDQ=,WFMBpkhxcbUTune21UqGbHz5voZl3nJRb5nj7d0nNDQ=,WFMBpkhxcbUTune21UqGbHz5voZl3nJRb5nj7d0nNDQ=,,,,0,0,2019-12-08,en,December 2019
1020,WP0aRTX5MJa3o2heFbxtHtxSHke2sfzVsTqYzjwYF4=,WP0aRTX5MJa3o2heFbxtHtxSHke2sfzVsTqYzjwYF4=,WP0aRTX5MJa3o2heFbxtHtxSHke2sfzVsTqYzjwYF4=,,,,0,7,2020-01-14,en,January 2020
1021,ja8UIOksFWVJnJ4gqloyOd7CK67QOvuxuVu+dh71rq4=,ja8UIOksFWVJnJ4gqloyOd7CK67QOvuxuVu+dh71rq4=,ja8UIOksFWVJnJ4gqloyOd7CK67QOvuxuVu+dh71rq4=,,bell,,0,1,2020-02-21,en,February 2020
1022,dBETmFvl0vZeVVr+GCPGtB4yMOhSv6O6RRZn8Tg0mmc=,dBETmFvl0vZeVVr+GCPGtB4yMOhSv6O6RRZn8Tg0mmc=,dBETmFvl0vZeVVr+GCPGtB4yMOhSv6O6RRZn8Tg0mmc=,,ช่างผมเถอะ,,0,6,2019-12-08,en,December 2019
1023,DSiJ2PscgM1FAxoUBgBkGMuC2zuqNLXCe3d3rhQfRpM=,DSiJ2PscgM1FAxoUBgBkGMuC2zuqNLXCe3d3rhQfRpM=,DSiJ2PscgM1FAxoUBgBkGMuC2zuqNLXCe3d3rhQfRpM=,,,,1,32,2020-01-15,th,January 2020
1024,kOb0TuxBSSi2LCgaBMrB+4mdBl38SEwVwDzKkHmWDhA=,kOb0TuxBSSi2LCgaBMrB+4mdBl38SEwVwDzKkHmWDhA=,kOb0TuxBSSi2LCgaBMrB+4mdBl38SEwVwDzKkHmWDhA=,,,,0,9,2019-12-09,en,December 2019
1025,zGVunsxnqpd07VeCXY4SJZmwXRrPq9b5PWu2FexBOo=,zGVunsxnqpd07VeCXY4SJZmwXRrPq9b5PWu2FexBOo=,zGVunsxnqpd07VeCXY4SJZmwXRrPq9b5PWu2FexBOo=,,,,1,6,2020-01-09,th,January 2020
1026,iVLkQ1ddg0QYgNG4wzWLX7rj1yK8DqqVNhK+OKji+s=,iVLkQ1ddg0QYgNG4wzWLX7rj1yK8DqqVNhK+OKji+s=,iVLkQ1ddg0QYgNG4wzWLX7rj1yK8DqqVNhK+OKji+s=,,ข่าวสาร,,0,2,2020-01-13,en,January 2020
1027,upw8wpUJukA5aMLeXTMznzr+4qgIopQREsP1HPCYe3Y=,upw8wpUJukA5aMLeXTMznzr+4qgIopQREsP1HPCYe3Y=,upw8wpUJukA5aMLeXTMznzr+4qgIopQREsP1HPCYe3Y=,,,,0,0,2018-09-22,en,September 2018
1028,rQBVkVapU7PsfRlb0Xlu9zZXUzgp3fuQF2iGrpr3o38=,rQBVkVapU7PsfRlb0Xlu9zZXUzgp3fuQF2iGrpr3o38=,rQBVkVapU7PsfRlb0Xlu9zZXUzgp3fuQF2iGrpr3o38=,,,,0,0,2020-01-30,en,January 2020
1029,2REj1jwcahklvV+MHN4qL3RcvsE0OzsHRiAQ91vQSA=,2REj1jwcahklvV+MHN4qL3RcvsE0OzsHRiAQ91vQSA=,2REj1jwcahklvV+MHN4qL3RcvsE0OzsHRiAQ91vQSA=,,,,0,1,2020-01-09,en,January 2020
1030,qC8Bc1PWaiTAdjiKQehAwQjbgSRVH3SdEOZD1eNYGrI=,qC8Bc1PWaiTAdjiKQehAwQjbgSRVH3SdEOZD1eNYGrI=,qC8Bc1PWaiTAdjiKQehAwQjbgSRVH3SdEOZD1eNYGrI=,,,,0,0,2019-12-23,en,December 2019
1031,qb5L0oLbqJe2WMq7GzNMgYQx+dAz9AvCM3Zuz6dac=,qb5L0oLbqJe2WMq7GzNMgYQx+dAz9AvCM3Zuz6dac=,qb5L0oLbqJe2WMq7GzNMgYQx+dAz9AvCM3Zuz6dac=,,,,1,97,2016-02-25,th,February 2016
1032,hDDXlzPuKyzFctESePAEEaoU0Q3AThozjhbjwMz6vd0=,hDDXlzPuKyzFctESePAEEaoU0Q3AThozjhbjwMz6vd0=,hDDXlzPuKyzFctESePAEEaoU0Q3AThozjhbjwMz6vd0=,,,,0,0,2019-12-08,en,December 2019
1033,Ns74ktq6idFpFBM2Grj24sCJBe22Y4BWxGEbP0dfq4=,Ns74ktq6idFpFBM2Grj24sCJBe22Y4BWxGEbP0dfq4=,Ns74ktq6idFpFBM2Grj24sCJBe22Y4BWxGEbP0dfq4=,,,,0,20,2020-01-14,th,January 2020
1034,ZAEV4AitlaOpCnBfis19ABRp7dWnbsvIKUWN+OpYMBk=,ZAEV4AitlaOpCnBfis19ABRp7dWnbsvIKUWN+OpYMBk=,ZAEV4AitlaOpCnBfis19ABRp7dWnbsvIKUWN+OpYMBk=,,ขอบคุณ,,0,6,2019-12-07,en,December 2019
1035,SzZS1uY7wZqjSeYNm3EDBxG0xBWu+k6YfhAPNxkiiM=,SzZS1uY7wZqjSeYNm3EDBxG0xBWu+k6YfhAPNxkiiM=,SzZS1uY7wZqjSeYNm3EDBxG0xBWu+k6YfhAPNxkiiM=,,งดเกรียนนะคะ,,0,17,2020-01-15,en,January 2020
1036,iS2pivxiAeQT0Ny9NCEPCjSMpoqUSOwp76uJiCkcYM=,iS2pivxiAeQT0Ny9NCEPCjSMpoqUSOwp76uJiCkcYM=,iS2pivxiAeQT0Ny9NCEPCjSMpoqUSOwp76uJiCkcYM=,,,,1,8,2019-12-08,en,December 2019
1037,MPvhXWRt8oWJu1aEBRxV2x3POSgE357uAlxRx3VuhA=,MPvhXWRt8oWJu1aEBRxV2x3POSgE357uAlxRx3VuhA=,MPvhXWRt8oWJu1aEBRxV2x3POSgE357uAlxRx3VuhA=,,,,0,15,2019-12-16,th,December 2019
1038,N7LvB6Y3h6QHZjbu42zrS1AMcfHeoDK8O+QhLNBw4=,N7LvB6Y3h6QHZjbu42zrS1AMcfHeoDK8O+QhLNBw4=,N7LvB6Y3h6QHZjbu42zrS1AMcfHeoDK8O+QhLNBw4=,,,,0,2,2020-01-14,en,January 2020
1039,YVg3MSSFr+udGuojKM1XdoMPUVD28QwADGk6TD9mq0A=,YVg3MSSFr+udGuojKM1XdoMPUVD28QwADGk6TD9mq0A=,YVg3MSSFr+udGuojKM1XdoMPUVD28QwADGk6TD9mq0A=,"ชัยภูมิ, จ.ชัยภูมิ",คนไทย,,12,6,2014-10-24,th,October 2014
1040,AEGqVWKFlrHt86AXdH2hFet1U0cO9M8VR5qvVKahTN0=,AEGqVWKFlrHt86AXdH2hFet1U0cO9M8VR5qvVKahTN0=,AEGqVWKFlrHt86AXdH2hFet1U0cO9M8VR5qvVKahTN0=,,วอลเล่ย์บอล,,0,3,2019-12-09,en,December 2019
1041,Bq0SaHVXKaLX5Xg8lRzlSLoU1KBbIwJnLwdA0piDo=,Bq0SaHVXKaLX5Xg8lRzlSLoU1KBbIwJnLwdA0piDo=,Bq0SaHVXKaLX5Xg8lRzlSLoU1KBbIwJnLwdA0piDo=,,,,1,2,2019-12-24,en,December 2019
1042,NBPAyWkOd7ZywL+WdC5qNGeMU5S9HhxYqXNws9iG0Xc=,NBPAyWkOd7ZywL+WdC5qNGeMU5S9HhxYqXNws9iG0Xc=,NBPAyWkOd7ZywL+WdC5qNGeMU5S9HhxYqXNws9iG0Xc=,,กินได้ตลอดเวลา,,4,69,2019-12-15,th,December 2019
1043,kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=,kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=,kDZ+CvwmOPX33H1vdTA7LBtP76VdiIfcYAHqdOcAwE=,,,,0,43,2019-11-06,en,November 2019
1044,aPB7QHlSP448ctzeESqiTdHVYyWI2vG8V07NOPznYtk=,aPB7QHlSP448ctzeESqiTdHVYyWI2vG8V07NOPznYtk=,aPB7QHlSP448ctzeESqiTdHVYyWI2vG8V07NOPznYtk=,,,,0,2,2019-12-08,en,December 2019
1045,NHbG8WryH7Y7uiuECaVtXflhdO+7QYXcJmf3hYyNUqc=,NHbG8WryH7Y7uiuECaVtXflhdO+7QYXcJmf3hYyNUqc=,NHbG8WryH7Y7uiuECaVtXflhdO+7QYXcJmf3hYyNUqc=,,เรื่องตลก บล็อก ภาพยนตร์ ข่าวธุรกิจ ภาพยนตร์ ฟุตบอล,,0,8,2020-02-20,en,February 2020
1046,oDtEzfJVAnPVVbf7or76ThkHPwZzN9jsYsqjrhb4=,oDtEzfJVAnPVVbf7or76ThkHPwZzN9jsYsqjrhb4=,oDtEzfJVAnPVVbf7or76ThkHPwZzN9jsYsqjrhb4=,ประเทศไทย,เหงาๆ,,0,1,2019-12-06,th,December 2019
1047,vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=,vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=,vb+LhxwPwUc6HIMuwuy9yk6sagFdDIkgu0KP4A9dkQ=,,,,0,19,2020-01-09,en,January 2020
1048,2imuCjV923jojAXQjslXLBNNG2sgv6pXGBaETtw3kvA=,2imuCjV923jojAXQjslXLBNNG2sgv6pXGBaETtw3kvA=,2imuCjV923jojAXQjslXLBNNG2sgv6pXGBaETtw3kvA=,,,,0,10,2020-01-14,en,January 2020
1049,PKuZRsVV74iBQkHaOIF0Dx9xiqjT1o238jezwYvyqe0=,PKuZRsVV74iBQkHaOIF0Dx9xiqjT1o238jezwYvyqe0=,PKuZRsVV74iBQkHaOIF0Dx9xiqjT1o238jezwYvyqe0=,,,,0,22,2020-01-03,th,January 2020
1050,DRdJbWQ8N6GrkzaQEJNiAzyNVz7Qjc86JZ88MafvZSE=,DRdJbWQ8N6GrkzaQEJNiAzyNVz7Qjc86JZ88MafvZSE=,DRdJbWQ8N6GrkzaQEJNiAzyNVz7Qjc86JZ88MafvZSE=,,,,0,1,2020-01-09,en,January 2020
1051,7BMBXKxtxGrB4X4WPlFwEzcOg6+V3PJhmNqK00+E7E=,7BMBXKxtxGrB4X4WPlFwEzcOg6+V3PJhmNqK00+E7E=,7BMBXKxtxGrB4X4WPlFwEzcOg6+V3PJhmNqK00+E7E=,,,,1,1,2020-01-09,en,January 2020
1052,fIfLGcjfRooMQtlXfck1BSBvftHmQE1Qe5t6N4KF2I=,fIfLGcjfRooMQtlXfck1BSBvftHmQE1Qe5t6N4KF2I=,fIfLGcjfRooMQtlXfck1BSBvftHmQE1Qe5t6N4KF2I=,,,,0,66,2020-02-06,th,February 2020
1053,3gUn+IHzbJvoGYiJpX2Mpub7WTkXBkZti+8wvd75sGo=,3gUn+IHzbJvoGYiJpX2Mpub7WTkXBkZti+8wvd75sGo=,3gUn+IHzbJvoGYiJpX2Mpub7WTkXBkZti+8wvd75sGo=,,ใจถึง พึ่งได้ ✌🏻,,1,12,2019-11-06,en,November 2019
1054,+V5aLQBzw+z8k9PqCwp7jerlV3SLsIGk9pucDqOMa7Q=,+V5aLQBzw+z8k9PqCwp7jerlV3SLsIGk9pucDqOMa7Q=,+V5aLQBzw+z8k9PqCwp7jerlV3SLsIGk9pucDqOMa7Q=,,,,0,29,2020-01-08,th,January 2020
1055,eKY6spd1PTVNSxV1ITXUyWOq1dekyXCOfkjmQU3qVg=,eKY6spd1PTVNSxV1ITXUyWOq1dekyXCOfkjmQU3qVg=,eKY6spd1PTVNSxV1ITXUyWOq1dekyXCOfkjmQU3qVg=,,,,0,2,2020-01-09,en,January 2020
1056,RLbXAvjG7b2sYcgU5h5jqGXEzH1ZM7lfvq+Noj78e8=,RLbXAvjG7b2sYcgU5h5jqGXEzH1ZM7lfvq+Noj78e8=,RLbXAvjG7b2sYcgU5h5jqGXEzH1ZM7lfvq+Noj78e8=,,,,0,1,2020-01-09,en,January 2020
1057,DRyylbjggNpxcj6mTrCw1ltpQhJZrDn644JjfPuvqg=,DRyylbjggNpxcj6mTrCw1ltpQhJZrDn644JjfPuvqg=,DRyylbjggNpxcj6mTrCw1ltpQhJZrDn644JjfPuvqg=,,,,0,1,2020-02-21,th,February 2020
1058,1f4IQ1kJg8yVDcZhkpja32PkiJ419s4XrLDFKlVzA=,1f4IQ1kJg8yVDcZhkpja32PkiJ419s4XrLDFKlVzA=,1f4IQ1kJg8yVDcZhkpja32PkiJ419s4XrLDFKlVzA=,,,,0,1,2020-01-09,en,January 2020
1059,Pl66nog+y7Sm9DkM87T0iDxzLNDL9sQ1AnbPxK0cA6w=,Pl66nog+y7Sm9DkM87T0iDxzLNDL9sQ1AnbPxK0cA6w=,Pl66nog+y7Sm9DkM87T0iDxzLNDL9sQ1AnbPxK0cA6w=,,,,0,5,2020-01-21,th,January 2020
